Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
0.0,,Insert,268516647,0,A,1000,140500,G,
0.0,,Insert,268516739,0,A,1000,140500,G,
0.0,,Cancel,268516595,,,-800,,,
0.0,,Cancel,268516647,,,-1000,,,
0.0,,Cancel,268516739,,,-1000,,,
0.0,,Insert,268517419,0,A,800,140500,G,
0.0,,Cancel,268517419,,,-800,,,
0.0,,Insert,268517487,0,A,1000,140500,G,
0.0,,Insert,268517503,0,A,1000,140800,G,
0.0,,Insert,268517515,0,A,1000,140500,G,
0.0,,Insert,268517531,0,A,180,140500,G,
0.0,,Cancel,268497883,,,-2000,,,
0.0,,Insert,268517535,0,B,2000,106400,G,
0.0,,Insert,268517543,0,A,1560,140400,G,
0.0,,Insert,268517547,0,A,2000,175000,G,
0.0,,Insert,268517551,0,B,1000,139700,G,
0.0,,Insert,268517555,0,A,1000,140500,G,
0.0,,Cancel,268517487,,,-1000,,,
0.0,,Insert,268517559,0,A,1000,140400,G,
0.0,,Cancel,268503795,,,-1000,,,
0.0,,Cancel,268501831,,,-1000,,,
0.0,,Insert,268517579,0,A,1000,140400,G,
0.0,,Cancel,268517503,,,-1000,,,
0.0,,Insert,268517595,0,B,1000,140200,G,
0.0,,Cancel,268517531,,,-180,,,
0.0,,Cancel,268517543,,,-1560,,,
0.0,,Cancel,268517559,,,-1000,,,
0.0,,Cancel,268517579,,,-1000,,,
0.0,,Insert,268517843,0,B,1000,140300,G,
0.0,,Insert,268517847,0,B,520,140300,G,
0.0,,Insert,268517855,0,B,800,140300,G,
0.0,,Insert,268517863,0,B,1000,140300,G,
0.0,,Insert,268517875,0,A,2000,141400,G,
0.00513,CPPMarketMaker,Insert,1,1,A,40,140800,G,
0.005359,CPPMarketMaker,Insert,2,1,B,40,140000,G,
0.201557,,Insert,5096556,1,B,35,139300,G,
0.287023,,Insert,7016897,1,A,10000,141000,G,
0.287023,,Insert,7016898,1,B,10000,139800,G,
0.313345,,Insert,268517879,0,B,1000,140300,G,
0.313346,,Cancel,7016897,,,-10000,,,
0.313346,,Cancel,7016898,,,-10000,,,
0.313346,,Insert,7016899,1,A,10000,141000,G,
0.313346,,Insert,7016900,1,B,10000,139800,G,
0.313347,,Insert,268517883,0,A,1000,140500,G,
0.314456,,Cancel,268517855,,,-800,,,
0.314489,,Insert,268517971,0,B,1000,140300,G,
0.316704,,Cancel,268517555,,,-1000,,,
0.317423,,Cancel,268517847,,,-520,,,
0.318042,,Insert,268518103,0,A,800,140500,G,
0.318069,,Cancel,268517879,,,-1000,,,
0.318069,,Cancel,268517971,,,-1000,,,
0.318091,,Cancel,268517595,,,-1000,,,
0.318097,,Cancel,268517863,,,-1000,,,
0.318635,,Cancel,268515079,,,-1000,,,
0.318681,,Insert,268518159,0,A,1000,140500,G,
0.318762,,Insert,268518167,0,B,1000,140200,G,
0.318858,,Cancel,268518167,,,-1000,,,
0.31895,,Insert,268518191,0,B,1000,140000,G,
0.318967,,Insert,268518195,0,A,1000,140400,G,
0.318991,,Insert,268518199,0,A,1000,140400,G,
0.319002,,Insert,268518203,0,A,1000,140400,G,
0.319008,,Insert,268518207,0,A,8000,140400,G,
0.31903,,Cancel,268517875,,,-2000,,,
0.319054,,Cancel,268517883,,,-1000,,,
0.319246,,Cancel,268518191,,,-1000,,,
0.319499,,Cancel,268504827,,,-1000,,,
0.319499,,Insert,268518295,0,B,1000,140200,G,
0.319519,,Cancel,268517843,,,-1000,,,
0.319591,,Cancel,268518195,,,-1000,,,
0.320035,,Insert,268518475,0,B,1000,140200,G,
0.321246,,Cancel,268518475,,,-1000,,,
0.32135,,Insert,268518679,0,B,1000,140200,G,
0.321402,,Insert,268518711,0,A,1000,140700,G,
0.321544,,Insert,268518715,0,B,8000,140300,G,
0.321553,,Cancel,268518295,,,-1000,,,
0.321553,,Insert,268518723,0,B,1000,140300,G,
0.321576,,Cancel,268518203,,,-1000,,,
0.321576,,Cancel,268518103,,,-800,,,
0.321592,,Cancel,268518207,,,-8000,,,
0.32183,,Insert,268518807,0,B,1000,140300,G,
0.323589,,Cancel,268518679,,,-1000,,,
0.323616,,Cancel,268518807,,,-1000,,,
0.324033,,Insert,268519179,0,B,1000,140200,G,
0.324696,,Cancel,268518715,,,-8000,,,
0.324983,,Insert,268519267,0,B,8000,140300,G,
0.326256,,Insert,268519327,0,A,1000,140600,G,
0.327415,,Insert,268519627,0,A,1000,140800,G,
0.327669,,Cancel,268519267,,,-8000,,,
0.327739,,Cancel,268519179,,,-1000,,,
0.328225,,Insert,268519747,0,B,1000,140200,G,
0.328241,,Insert,268519751,0,A,1000,140400,G,
0.328416,,Cancel,268519627,,,-1000,,,
0.328817,,Cancel,268519747,,,-1000,,,
0.329422,,Insert,268519835,0,B,1000,139300,G,
0.330761,,Insert,268519891,0,B,7000,132400,G,
0.331427,,Insert,268519927,0,A,8000,140400,G,
0.33174,,Cancel,268518723,,,-1000,,,
0.334128,,Cancel,268519927,,,-8000,,,
0.334357,,Insert,268520135,0,B,1000,140200,G,
0.334495,,Cancel,268519751,,,-1000,,,
0.353319,,Insert,268521479,0,A,1000,140700,G,
0.353623,,Cancel,268521479,,,-1000,,,
0.359013,,Cancel,268520135,,,-1000,,,
0.360384,,Insert,268523051,0,B,1000,139000,G,
0.3635,,Insert,268523243,0,A,8000,140400,G,
0.363525,,Insert,268523247,0,A,1000,140400,G,
0.36356,,Insert,268523255,0,A,1000,140800,G,
0.363666,,Insert,268523271,0,A,1000,140400,G,
0.368393,,Insert,268523599,0,A,1000,140700,G,
0.36855,,Cancel,268523247,,,-1000,,,
0.368685,,Cancel,268523599,,,-1000,,,
0.369864,,Insert,268523643,0,B,1000,140300,G,
0.370085,,Insert,268523647,0,B,1000,140200,G,
0.370133,,Cancel,268523271,,,-1000,,,
0.371562,,Insert,268523707,0,B,2000,140300,G,
0.372701,,Cancel,268523243,,,-8000,,,
0.373079,,Insert,268523771,0,A,1000,140600,G,
0.374434,,Insert,268523871,0,A,8000,140400,G,
0.374497,,Cancel,268523647,,,-1000,,,
0.375697,,Cancel,268523871,,,-8000,,,
0.378494,,Insert,268524839,0,B,1000,140200,G,
0.379499,,Insert,268525023,0,B,1000,140300,G,
0.379921,,Cancel,268503967,,,-1000,,,
0.412475,,Insert,268527803,0,A,1000,141900,G,
0.413645,,Cancel,268518159,,,-1000,,,
0.413645,,Insert,268527819,0,A,1000,140400,G,
0.427438,,Insert,268528579,0,A,2000,140700,G,
0.484717,,Cancel,268524839,,,-1000,,,
0.496267,,Insert,268530539,0,B,1000,140200,G,
0.497412,,Cancel,268530539,,,-1000,,,
0.499461,,Cancel,7016899,,,-10000,,,
0.499461,,Cancel,7016900,,,-10000,,,
0.499461,,Insert,7016901,1,A,10000,141000,G,
0.499461,,Insert,7016902,1,B,10000,139800,G,
0.501952,CPPMarketMaker,Cancel,1,,,-40,,,
0.502742,CPPMarketMaker,Insert,3,1,A,40,140700,G,
0.50871,,Insert,268530907,0,A,1000,141000,G,
0.509994,,Insert,268531439,0,A,1000,161500,G,
0.518267,,Insert,268531991,0,B,800,140300,G,
0.518279,,Insert,268532003,0,B,1000,140200,G,
0.518356,,Cancel,268527803,,,-1000,,,
0.518407,,Insert,268532043,0,B,8000,140300,G,
0.519389,,Cancel,268531991,,,-800,,,
0.522018,,Cancel,268532043,,,-8000,,,
0.530197,,Insert,268532531,0,B,790,140300,G,
0.530518,,Insert,268532551,0,B,8000,140300,G,
0.53052,,Cancel,268512611,,,-1000,,,
0.530734,,Insert,268532579,0,A,1000,140500,G,
0.530922,,Insert,268532595,0,B,1000,140300,G,
0.542056,,Cancel,268532551,,,-8000,,,
0.54209,,Cancel,268532595,,,-1000,,,
0.558642,,Cancel,268532579,,,-1000,,,
0.560998,,Cancel,268523771,,,-1000,,,
0.562469,,Insert,268533919,0,A,1000,141900,G,
0.563224,,Insert,268533931,0,A,1000,140500,G,
0.563403,,Cancel,268532531,,,-790,,,
0.569856,,Insert,268534299,0,B,8000,140300,G,
0.56998,,Insert,268534315,0,B,790,140300,G,
0.570063,,Cancel,268533931,,,-1000,,,
0.570262,,Cancel,268533919,,,-1000,,,
0.574969,,Cancel,268528579,,,-2000,,,
0.622425,,Insert,268536163,0,A,1000,142000,G,
0.635921,,Insert,268536423,0,A,1000,140500,G,
0.652923,,Cancel,268536423,,,-1000,,,
0.667901,,Cancel,268517515,,,-1000,,,
0.675779,,Insert,268537231,0,A,2000,141700,G,
0.736473,,Insert,268538787,0,B,1000,140300,G,
0.736578,,Cancel,268538787,,,-1000,,,
0.737735,,Cancel,268534315,,,-790,,,
0.737764,,Cancel,268534299,,,-8000,,,
0.772412,,Cancel,268536163,,,-1000,,,
0.772452,,Insert,268539939,0,A,1000,141900,G,
0.782284,,Cancel,268537231,,,-2000,,,
0.782436,,Cancel,268525023,,,-1000,,,
0.782454,,Insert,268540263,0,A,1000,140500,G,
0.782526,,Insert,268540271,0,A,2000,140700,G,
0.784717,,Cancel,7016901,,,-10000,,,
0.784717,,Cancel,7016902,,,-10000,,,
0.784717,,Insert,7016903,1,A,10000,141000,G,
0.784717,,Insert,7016904,1,B,10000,139800,G,
0.831326,,Cancel,268503963,,,-1000,,,
0.832825,,Insert,268541531,0,A,1000,164300,G,
0.832851,,Insert,268541535,0,A,1000,170000,G,
0.867979,,Insert,268541955,0,A,1000,140600,G,
0.877512,,Cancel,268540263,,,-1000,,,
0.877537,,Insert,268542443,0,B,1000,96000,G,
0.877652,,Insert,268542459,0,B,8000,140300,G,
0.877701,,Insert,268542475,0,B,790,140300,G,
0.877795,,Cancel,268542475,,,-790,,,
0.877822,,Insert,268542503,0,A,1000,140500,G,
0.877839,,Cancel,268542459,,,-8000,,,
0.87785,,Insert,268542515,0,B,2000,139100,G,
0.889179,,Cancel,268504379,,,-1000,,,
0.889305,,Cancel,268504831,,,-1000,,,
0.889308,,Insert,268542895,0,A,1000,140400,G,
0.900275,,Insert,268543091,0,B,20,35000,G,
0.917291,,Cancel,268532003,,,-1000,,,
0.922427,,Insert,268543607,0,B,1000,138700,G,
0.946093,,Insert,268544091,0,A,8000,140400,G,
0.946203,,Insert,268544099,0,B,1000,140200,G,
0.946221,,Cancel,268542895,,,-1000,,,
0.946346,,Cancel,268543607,,,-1000,,,
0.946676,,Cancel,268544091,,,-8000,,,
0.946709,,Cancel,268542503,,,-1000,,,
0.946729,,Insert,268544147,0,B,790,140300,G,
0.94676,,Cancel,268539939,,,-1000,,,
0.947208,,Insert,268544203,0,A,1000,140500,G,
0.947255,,Cancel,268542515,,,-2000,,,
0.947339,,Insert,268544219,0,B,8000,140300,G,
0.947347,,Insert,268544223,0,B,1000,140300,G,
0.947547,,Cancel,268544203,,,-1000,,,
0.947637,,Insert,268544231,0,B,1000,140000,G,
0.947668,,Insert,268544243,0,B,1000,140100,G,
0.947932,,Cancel,268544231,,,-1000,,,
0.970294,,Insert,268544771,0,B,1000,140300,G,
0.970342,,Insert,268544779,0,B,1000,138800,G,
0.970624,,Insert,268544807,0,B,1000,140000,G,
0.971595,,Cancel,268541955,,,-1000,,,
0.978767,,Cancel,268523255,,,-1000,,,
0.978794,,Insert,268544959,0,B,2000,140100,G,
0.978809,,Insert,268544963,0,B,1000,139800,G,
0.981465,,Cancel,268504823,,,-8000,,,
0.981507,,Insert,268545115,0,B,1000,140300,G,
0.981513,,Cancel,268540271,,,-2000,,,
0.981568,,Insert,268545127,0,B,1000,140000,G,
0.98172,,Insert,268545143,0,A,2000,140500,G,
0.981968,,Insert,6206559,0,B,1000,140400,F,
0.981968,,Insert,6206560,0,B,1000,140400,F,
0.98197,,Cancel,268545143,,,-2000,,,
0.981974,,Insert,268545243,0,B,2000,140000,G,
0.981987,,Insert,268545251,0,B,1000,140300,G,
0.981991,,Insert,268545255,0,B,520,140300,G,
0.981995,,Cancel,268545127,,,-1000,,,
0.982004,,Insert,268545259,0,A,4000,140700,G,
0.98201,,Insert,268545267,0,B,1000,140300,G,
0.982057,,Insert,268545291,0,B,1000,140000,G,
0.982061,,Insert,268545299,0,A,1000,140600,G,
0.982125,,Insert,268545359,0,A,2000,141400,G,
0.982125,,Insert,268545363,0,A,2000,141500,G,
0.982131,,Insert,268545371,0,B,130,140300,G,
0.982279,,Insert,268545431,0,B,1620,140300,G,
0.982292,,Insert,268545439,0,B,1000,140400,G,
0.982309,,Cancel,268545251,,,-1000,,,
0.982309,,Insert,268545447,0,B,1000,140400,G,
0.982309,,Cancel,268545267,,,-1000,,,
0.982309,,Insert,268545451,0,B,1000,140400,G,
0.98231,,Insert,268545459,0,A,1000,140800,G,
0.982327,,Insert,268545475,0,B,8000,140400,G,
0.982327,,Insert,268545479,0,B,780,140400,G,
0.982329,,Insert,268545487,0,B,3000,140100,G,
0.982366,,Cancel,268545479,,,-780,,,
0.982411,,Insert,268545527,0,A,1000,140600,G,
0.982413,,Cancel,268517535,,,-2000,,,
0.982413,,Insert,268545531,0,B,2000,106500,G,
0.982417,,Cancel,268517551,,,-1000,,,
0.982422,,Insert,268545543,0,B,1000,140400,G,
0.982433,,Cancel,268517547,,,-2000,,,
0.982433,,Insert,268545547,0,A,2000,175100,G,
0.982554,,Insert,268545615,0,B,780,140400,G,
0.982562,,Insert,268545627,0,A,1000,140600,G,
0.982597,,Insert,268545639,0,A,1000,140600,G,
0.982638,,Cancel,268545615,,,-780,,,
0.982652,,Cancel,268519327,,,-1000,,,
0.982652,,Insert,268545711,0,B,1000,140100,G,
0.983046,,Cancel,268545711,,,-1000,,,
0.983267,,Cancel,268545451,,,-1000,,,
0.983927,,Cancel,268545371,,,-130,,,
0.983938,,Cancel,268545639,,,-1000,,,
0.983941,,Cancel,268545439,,,-1000,,,
0.984059,,Insert,268546107,0,A,780,140600,G,
0.984366,,Insert,268546135,0,A,1000,141100,G,
0.985704,,Cancel,268545475,,,-8000,,,
0.985907,,Insert,268546287,0,B,1000,140400,G,
0.986111,,Cancel,268545255,,,-520,,,
0.986303,,Cancel,268545431,,,-1620,,,
0.99014,,Cancel,268545627,,,-1000,,,
0.990146,,Cancel,268546107,,,-780,,,
0.990148,,Insert,268546359,0,B,790,140400,G,
0.990248,,Insert,268546371,0,A,1000,140600,G,
0.990277,,Cancel,268544223,,,-1000,,,
0.99028,,Insert,268546379,0,B,1000,140400,G,
0.990458,,Insert,268546431,0,B,8000,140400,G,
0.995711,,Cancel,268546431,,,-8000,,,
0.996028,,Cancel,268523707,,,-2000,,,
0.996758,,Insert,268546747,0,B,2000,140400,G,
0.997787,,Cancel,268542443,,,-1000,,,
1.005229,,Insert,268546915,0,B,8000,140400,G,
1.005252,,Cancel,268503959,,,-1000,,,
1.006087,,Cancel,268546371,,,-1000,,,
1.006096,,Insert,268547059,0,B,1000,140400,G,
1.006159,,Insert,268547083,0,B,1000,140100,G,
1.006163,,Cancel,268545527,,,-1000,,,
1.006232,,Cancel,268545259,,,-4000,,,
1.007161,,Cancel,268547059,,,-1000,,,
1.007169,,Insert,268547175,0,A,2000,140600,G,
1.007409,,Cancel,268547083,,,-1000,,,
1.012432,,Cancel,268544779,,,-1000,,,
1.015975,,Insert,268547503,0,A,1000,140600,G,
1.016678,,Cancel,268546915,,,-8000,,,
1.023539,,Insert,268547747,0,A,790,140600,G,
1.023767,,Cancel,268546359,,,-790,,,
1.02404,,Cancel,268547747,,,-790,,,
1.024041,,Insert,268547831,0,B,790,140400,G,
1.024469,,Insert,268547919,0,A,2000,140700,G,
1.024594,,Cancel,268546379,,,-1000,,,
1.024603,,Cancel,268547831,,,-790,,,
1.024603,,Insert,268547943,0,A,790,140600,G,
1.024643,,Cancel,268546287,,,-1000,,,
1.029623,CPPMarketMaker,Cancel,2,,,-40,,,
1.030048,CPPMarketMaker,Cancel,3,,,-40,,,
1.030089,CPPMarketMaker,Insert,4,1,A,40,140900,G,
1.03015,CPPMarketMaker,Insert,5,1,B,40,140100,G,
1.031326,,Cancel,268545115,,,-1000,,,
1.031351,,Insert,268548147,0,B,1000,110800,G,
1.03138,,Insert,268548159,0,B,1000,96200,G,
1.03138,,Insert,268548163,0,A,8000,140600,G,
1.031388,,Insert,268548167,0,A,1000,140600,G,
1.032423,,Insert,268548255,0,B,1000,140400,G,
1.032447,,Insert,268548259,0,A,1000,184800,G,
1.042695,,Insert,268548563,0,A,40000,143000,G,
1.053924,,Insert,268548815,0,B,580,140300,G,
1.082043,,Insert,268549475,0,A,2000,140800,G,
1.111247,,Cancel,7016903,,,-10000,,,
1.111247,,Cancel,7016904,,,-10000,,,
1.111247,,Insert,7016905,1,A,10000,141100,G,
1.111247,,Insert,7016906,1,B,10000,139900,G,
1.132423,,Insert,268550367,0,B,1000,138900,G,
1.178979,,Insert,268551059,0,B,2000,140200,G,
1.192423,,Insert,268551439,0,A,1000,142000,G,
1.240647,,Cancel,268544771,,,-1000,,,
1.24098,,Insert,268552499,0,A,1000,140500,G,
1.241006,,Cancel,268547919,,,-2000,,,
1.241009,,Insert,268552511,0,A,1000,140500,G,
1.241016,,Insert,268552515,0,A,3000,140700,G,
1.241061,,Cancel,268545299,,,-1000,,,
1.254359,,Cancel,268548815,,,-580,,,
1.256435,,Cancel,268545363,,,-2000,,,
1.258094,,Cancel,268544963,,,-1000,,,
1.264786,,Insert,268552935,0,A,8000,140500,G,
1.264816,,Cancel,268545291,,,-1000,,,
1.271642,,Cancel,268552935,,,-8000,,,
1.271938,,Insert,268553219,0,B,1000,140300,G,
1.280486,CPPMarketMaker,Cancel,4,,,-40,,,
1.28106,CPPMarketMaker,Insert,6,1,A,40,140800,G,
1.282174,,Insert,268553531,0,A,2000,141700,G,
1.31492,,Insert,268554639,0,A,1000,140500,G,
1.314941,,Cancel,268548159,,,-1000,,,
1.334234,,Cancel,268553219,,,-1000,,,
1.334259,,Insert,268555431,0,B,1000,96100,G,
1.334266,,Cancel,268548255,,,-1000,,,
1.334354,,Insert,268555451,0,A,8000,140500,G,
1.362575,,Insert,268555807,0,B,1000,140300,G,
1.362598,,Cancel,268541535,,,-1000,,,
1.398077,,Insert,268556355,0,A,130,140600,G,
1.398102,,Insert,268556359,0,A,1000,170100,G,
1.400713,,Cancel,7016905,,,-10000,,,
1.400713,,Cancel,7016906,,,-10000,,,
1.400713,,Insert,7016907,1,A,10000,141000,G,
1.400713,,Insert,7016908,1,B,10000,139800,G,
1.408161,,Cancel,268555807,,,-1000,,,
1.408244,,Cancel,268548167,,,-1000,,,
1.408246,,Insert,268556547,0,A,1000,140500,G,
1.4085,,Cancel,268545487,,,-3000,,,
1.408511,,Cancel,268551059,,,-2000,,,
1.408511,,Insert,268556555,0,B,2000,139200,G,
1.408594,,Cancel,268555451,,,-8000,,,
1.408703,,Cancel,268544219,,,-8000,,,
1.408838,,Insert,268556651,0,A,8000,140500,G,
1.408986,,Cancel,268550367,,,-1000,,,
1.421105,,Insert,268557383,0,B,8000,140300,G,
1.421983,,Insert,268557391,0,B,1000,140300,G,
1.421986,,Insert,268557395,0,A,1000,140500,G,
1.42245,,Insert,268557403,0,B,1000,139800,G,
1.422917,,Cancel,268557391,,,-1000,,,
1.430134,,Insert,268557527,0,B,1000,140300,G,
1.450558,,Insert,6206972,0,A,1000,140400,F,
1.450578,,Insert,268557939,0,A,1000,140500,G,
1.450581,,Insert,6206973,0,A,1000,140400,F,
1.450581,,Insert,6206974,0,A,2000,140400,F,
1.450583,,Cancel,268557527,,,-1000,,,
1.450606,,Insert,268557947,0,A,520,140500,G,
1.450606,,Cancel,268548147,,,-1000,,,
1.450607,,Cancel,268548259,,,-1000,,,
1.450616,,Insert,268557955,0,B,1000,140300,G,
1.450653,,Insert,268557959,0,B,1000,140300,G,
1.450654,,Cancel,268557939,,,-1000,,,
1.450668,,Insert,268557963,0,A,1000,140500,G,
1.450687,,Cancel,268557963,,,-1000,,,
1.450694,,Insert,268557967,0,B,1000,139700,G,
1.450937,,Insert,268557983,0,B,2000,139400,G,
1.450941,,Cancel,268545531,,,-2000,,,
1.450941,,Insert,268557987,0,B,2000,106400,G,
1.451434,,Insert,268558019,0,B,2000,140300,G,
1.454724,,Cancel,268557947,,,-520,,,
1.463753,CPPMarketMaker,Cancel,5,,,-40,,,
1.463979,CPPMarketMaker,Cancel,6,,,-40,,,
1.464023,CPPMarketMaker,Insert,7,1,A,40,140900,G,
1.464139,CPPMarketMaker,Insert,8,1,B,40,139900,G,
1.471867,,Insert,268558391,0,B,1000,140300,G,
1.471897,,Cancel,268556651,,,-8000,,,
1.471941,,Cancel,268557395,,,-1000,,,
1.472074,,Insert,268558407,0,B,1000,140000,G,
1.472375,,Cancel,268556547,,,-1000,,,
1.483244,,Cancel,268547943,,,-790,,,
1.483246,,Cancel,268552499,,,-1000,,,
1.483295,,Insert,268558679,0,B,1000,138900,G,
1.652129,,Insert,268561531,0,A,1000,140500,G,
1.652155,,Insert,268561535,0,B,1000,110700,G,
1.65216,,Cancel,268557959,,,-1000,,,
1.652179,,Insert,268561539,0,A,1000,184700,G,
1.652393,,Cancel,268561531,,,-1000,,,
1.652412,,Insert,268561559,0,B,1000,140300,G,
1.6785,,Cancel,7016907,,,-10000,,,
1.6785,,Cancel,7016908,,,-10000,,,
1.6785,,Insert,7016909,1,A,10000,141000,G,
1.6785,,Insert,7016910,1,B,10000,139800,G,
1.725467,,Insert,268562751,0,B,580,140300,G,
1.726157,,Insert,268562759,0,B,580,140300,G,
1.741917,,Insert,268562891,0,A,1000,140500,G,
1.741947,,Cancel,268561559,,,-1000,,,
1.742017,,Cancel,268558391,,,-1000,,,
1.742145,,Insert,268562907,0,B,1000,140300,G,
1.742175,,Insert,268562911,0,B,1000,140300,G,
1.744324,,Cancel,268558407,,,-1000,,,
1.751666,,Cancel,268562911,,,-1000,,,
1.754925,,Insert,268563239,0,B,1000,140000,G,
1.776208,,Insert,5096557,1,B,125,141900,G,
1.776208,CPPMarketMaker,Trade,7,1,A,40,140900,,-564
1.82872,,Insert,268565543,0,B,1000,140300,G,
1.83655,,Cancel,268562891,,,-1000,,,
1.870951,,Cancel,268562907,,,-1000,,,
1.883806,,Insert,268566395,0,B,1000,140300,G,
1.883841,,Cancel,268551439,,,-1000,,,
1.884989,,Insert,268566431,0,A,780,141200,G,
1.922255,,Cancel,268552515,,,-3000,,,
1.94242,,Insert,268567451,0,A,1000,142000,G,
1.979057,,Cancel,268547503,,,-1000,,,
1.979137,,Insert,268567991,0,B,8000,140400,G,
1.979164,,Cancel,268557983,,,-2000,,,
1.979167,,Insert,268567999,0,A,1000,140600,G,
1.979167,,Cancel,268557967,,,-1000,,,
1.979169,,Insert,268568003,0,B,790,140400,G,
1.979178,,Insert,268568007,0,B,1000,140400,G,
1.979182,,Insert,268568019,0,B,3000,140200,G,
1.979223,,Cancel,268557987,,,-2000,,,
1.979223,,Insert,268568027,0,B,2000,106500,G,
1.979261,,Cancel,268567999,,,-1000,,,
1.979343,,Insert,268568059,0,B,1000,140100,G,
1.979373,,Insert,268568067,0,A,1000,140600,G,
1.979437,,Cancel,268568067,,,-1000,,,
1.979486,,Cancel,268557955,,,-1000,,,
1.979492,,Insert,268568095,0,B,1000,140400,G,
1.979641,,Cancel,268568059,,,-1000,,,
1.979738,,Insert,268568175,0,B,1000,140400,G,
1.979824,,Cancel,268556555,,,-2000,,,
1.979824,,Insert,268568195,0,B,2000,140200,G,
1.979982,,Cancel,268549475,,,-2000,,,
1.980179,,Amend,268548563,,,-20000,,,
1.980496,,Cancel,268548563,,,-20000,,,
1.980686,,Insert,268568407,0,B,1000,140400,G,
1.980689,,Insert,268568411,0,B,210,140400,G,
1.980691,,Insert,268568415,0,B,1000,140400,G,
1.980741,,Cancel,268568407,,,-1000,,,
1.980773,,Cancel,268567451,,,-1000,,,
1.984715,,Cancel,268568411,,,-210,,,
1.986236,,Cancel,268568175,,,-1000,,,
1.997969,,Cancel,7016909,,,-9915,,,
1.997969,,Cancel,7016910,,,-10000,,,
1.997969,,Insert,7016911,1,A,10000,141000,G,
1.997969,,Insert,7016912,1,B,10000,139800,G,
2.004058,,Cancel,268568415,,,-1000,,,
2.005367,,Cancel,268565543,,,-1000,,,
2.010306,,Cancel,268518711,,,-1000,,,
2.010309,,Insert,268569371,0,A,1000,140900,G,
2.021065,,Insert,268569683,0,A,1000,140700,G,
2.032348,CPPMarketMaker,Cancel,8,,,-40,,,
